naptanId,commonName,latitude,longitud
490G000299,Goldie Leigh,51.47779,0.11725
490G000666,Mill Mead Road,51.58806,-0.05837
490000189C,Rayners Lane Station,51.57452,-0.37079
490000237A,Totteridge & Whetstone Station,51.63016,-0.17788
490G00003559,Ponsonby Terrace,51.48967,-0.1305
490G00008299,Holly Bush Lane,51.42137,-0.37522
490G00009744,Mayfields Close,51.56782,-0.28492
490G00010476,Oakdale Road,51.54082,0.03249
490G00011725,Oldfields Circus / Carr Road,51.55116,-0.34997
490G00012706,Corunna Road,51.47677,-0.13817
490G00016815,Clay Avenue,51.40905,-0.14745
490G00019010,Singleton Road,51.5444,0.14425
490001132B,Hampton Station,51.41567,-0.372
490G00004397,Brockley Rise,51.44904,-0.04287
490G00006341,Clifton Road,51.57299,0.08385
490G00006570,Endlebury Road,51.62686,-0.00822
490G00008933,York Road,51.64345,-0.17137
490G00008999,Dalston Lane,51.54513,-0.06994
490G00009568,Manor Park,51.45872,-0.00162
490G00010184,Netley Close,51.35302,-0.0161
490G00011319,Queen Mary's Hospital / Cancer Unit,51.41885,0.10495
490G00012564,Stanmore Church,51.61649,-0.31539
490G00013481,New North Road,51.60088,0.08453
490G00013901,Underhill Road / Melford Road,51.44394,-0.0661
490G00019930,The Glade,51.39236,-0.05219
910GCHADHDD,Chafford Hundred Rail Station,51.485557,0.287447
490005318C,St John's Wood Station,51.53409,-0.17376
490G00003403,Ellington Street / Arundel Square,51.54591,-0.112
490G000046,Warley Road,51.62777,-0.04633
490G00006747,Farm Lane,51.34185,-0.14536
490G00007214,Glebelands Road,51.44912,-0.41443
490G00007234,Glenkerry House,51.51412,-0.01098
490G00012256,Southbourne Close,51.57809,-0.38138
490G000515,Finchley Road,51.54172,-0.17574
150G00000897,Russell Road,51.628677,0.034034
490001177T,Lewisham Station,51.46519,-0.01196
490G00003097,Glebe Way,51.37098,-0.00067
490G00003474,Auckland Rise,51.41127,-0.08122
490G00003480,Augusta Street,51.51365,-0.0188
490G00005388,Clementine Churchill Hospital,51.56347,-0.33441
490G00006258,Dunnage Crescent,51.49236,-0.03632
490G00007675,Hall Lane,51.59799,-0.23371
490G00007914,Haverfield Green / Grove Road,51.53053,-0.04129
490G00008407,Howard Road,51.57761,-0.07594
490G00013843,Turkey Street Station,51.67354,-0.05311
490G00014211,Wapping Wall,51.50539,-0.0543
490G000160,West Hampstead Stn / Broadhurst Gdns,51.54587,-0.19142
490G00016360,Middleton Road,51.54055,-0.06342
400G4408016A,Zig Zag Road,51.258392,-0.322871
490000082R,Finchley Road Station,51.54622,-0.18039
490001206B,New Malden Station,51.40325,-0.25669
490001244B,Sanderstead Station,51.34852,-0.09222
490G00003354,Arbour Way,51.54715,0.20062
490G00004451,Upper Clapton Road / Brooke Road,51.55977,-0.05658
490G00005124,Chester Avenue,51.44884,-0.37696
490G00005677,Courtwood Primary School,51.34467,-0.03674
490G00005908,Curlew Close,51.50658,0.12444
490G00006203,Drury Lane,51.51636,-0.12384
490G00007411,Great North Way,51.59092,-0.21274
490G00007673,Halley Road,51.54482,0.03659
490G00007856,Harrow Road,51.44682,-0.45768
490G00015037,Queen Mary's Hospital,51.45639,-0.24272
490G00018877,Acacia Road,51.40667,-0.1536
490G000017,Brightling Road,51.44904,-0.02989
490G00004277,Bream Close,51.58737,-0.05512
490G00004491,Broomfield Street,51.51541,-0.02001
490G00005471,Coles Crescent,51.56847,-0.36349
490G00006264,Dunstans Road,51.45422,-0.0628
490G00007741,Church Grove / the King's Field,51.4113,-0.31255
490G00008640,Kennelwood Crescent,51.33505,-0.00984
490G00009791,Melbury Road,51.58487,-0.28494
490G00011977,Sefton Way,51.52296,-0.48205
490G00013375,The Glenmore Arms,51.47313,0.09539
490G00016314,Harrow Road,51.55878,0.00718
490G000357,Winchester Avenue,51.58938,-0.27908
40004406083B,Hook Arena,51.355038,-0.271691
400G4409039A,Manor Way,51.316882,-0.171009
490G00003064,Acacia Road,51.42588,-0.37256
490G00003251,All Saints Mews,51.61202,-0.33435
490G00007500,Greenway,51.39984,-0.22896
490G00007525,Greycot Road,51.42277,-0.02759
490G00012545,Stanhope Gardens,51.49377,-0.1797
490G000914,Downhills Park Road,51.59121,-0.08804
40004402100B,Metcalf Road / the Ash Tree,51.429785,-0.453982
490015237B,Colliers Wood Station,51.41765,-0.17795
490G00008278,Holders Hill Circus,51.60393,-0.20766
490G00008478,Weyman Road,51.47479,0.03398
490G00008750,Woodville Road,51.53629,-0.1998
490G00008925,Lampton Road,51.4792,-0.36385
490G00010165,Neave Crescent,51.59657,0.21335
490G00010775,Park Hill,51.39586,0.04538
490G00011373,Queenswood Road,51.45144,0.09519
490G00014175,Maida Avenue,51.63398,-0.01336
490G00016372,Murray Grove,51.53085,-0.09275
490G00016716,Enfield and Haringey Magistrates Court,51.59868,-0.07331
490G000381,Albert Bridge / Cadogan Pier,51.48345,-0.16614
159G0002901,Arnhem Avenue,51.49761,0.247348
490G00003215,Alexandra Road,51.41813,-0.28873
490G00004767,Cantwell Road,51.47779,0.06857
490G00004966,Challis Road,51.49231,-0.30446
490G00005226,Christchurch,51.54444,-0.21199
490G00005533,Compton Place,51.47842,0.18207
490G00006906,Ford's East Entrance,51.52755,0.15949
490G00008207,Hillcrest Estate,51.57507,-0.15016
490G00012111,Shore Close,51.44991,-0.41835
490G00012325,Burnt Ash Lane / Southover,51.41977,0.01875
490G000167,Hoop Lane Cemetery,51.57745,-0.19376
150G00000900,Spring Grove,51.64067,0.045598
210021011800,Sullivan Way,51.639577,-0.302168
490000054CA,Colindale Station,51.59565,-0.24883
490001216E,Norwood Junction Station,51.39863,-0.07511
490011419H,Camden Road Station,51.54112,-0.13789
490G00004764,Cook's Road,51.48234,-0.10202
490G00006861,Fishers Lane,51.49273,-0.25983
490G00007320,Cox Lane / Epsom & Ewell High School,51.36935,-0.30011
490G00011662,Romford Road,51.60146,0.13864
490G00012657,Culverstone Close,51.38956,0.00731
490G00012875,Newington Green Road / Essex Road,51.54678,-0.08773
490G00013805,Southall / Trinity Road,51.51271,-0.38667
490G00013829,Dudley Drive,51.38634,-0.21238
490G00015591,Hanbury Road,51.50091,-0.27608
210021903640,Watford High Street Station,51.651746,-0.390457
400G4406117A,Kiln Lane,51.33852,-0.257251
490000218N,Stamford Brook Station,51.49467,-0.24481
490001270B,St Margarets Station,51.45545,-0.32055
490G00005743,Station Road / Crescent Road,51.43053,0.10215
490G00006218,Dudley Road,51.5704,-0.35101
490G00007545,Grosvenor Gardens,51.5897,-0.13819
490G00008463,Ikea Brent Park / Drury Way,51.55328,-0.26178
490G00008905,Tufnell Park Station / Brecknock Road,51.55623,-0.13779
490G00010068,Moulins Road,51.53983,-0.04643
490G00012134,Northover / Shroffold Road,51.43035,0.01163
490G00012285,Southend Road,51.59224,0.03603
490G00013831,Tudor Estate,51.53657,-0.27528
490G00019933,Queens Road,51.50433,-0.46627
490G00092389,Shroffold Road,51.42743,0.00162
210021004980,Sullivan Way,51.640326,-0.301693
490000260O,West Brompton Station,51.48779,-0.19466
490G00004552,Buckingham Avenue,51.45664,0.09014
490G00007504,St Dunstan's Road,51.54619,0.03135
490G00009634,Marbrook Court,51.43304,0.02909
490G00010094,Mount Road,51.36906,-0.29105
490G00010247,Newquay Crescent,51.56861,-0.37744
490G00013023,Sunnyside Road,51.57053,-0.12795
490G00014624,Whittingham Primary Academy,51.59726,-0.03539
490G00019073,St George's Hosp / Knightsbridge Wing,51.42537,-0.17717
490G00020145,Millfields Road,51.5575,-0.0465
40004402106B,Ashford War Memorial,51.432416,-0.460526
490000106A,Hendon Central Station,51.58283,-0.22591
490000210H,Southgate Station,51.63241,-0.12806
490002005E,Arena Tram Stop,51.38937,-0.0567
490G00005271,Church Lane,51.58287,-0.26097
490G00007013,Frensham Drive,51.35244,-0.01775
490G00008856,Kirkstone Lodge,51.45762,-0.33274
490G00008996,Berberis Walk,51.49888,-0.47023
490G00009652,Mariner Gardens,51.43524,-0.31804
490G00009892,Mill Farm Close,51.60064,-0.39576
490G00010491,Oaklands Avenue,51.4432,0.09844
490G00010774,Park Hall Road,51.43436,-0.08995
490G00014198,Rothbury Road,51.54214,-0.02603
490G00016252,Wimbledon Tennis Club & Museum,51.43505,-0.21332
490G000344,Park Road / Ivor Place,51.52509,-0.16033
490G000579,Hawthorne Road,51.39895,0.045
400G4406040A,Rainbow Leisure Centre,51.335993,-0.261468
490002057D,Merton Park Tram Stop,51.41474,-0.20102
490G00003369,Ardoch Road,51.4369,-0.00166
490G00008976,Larden Road,51.50661,-0.25406
490G00009443,Ludgate Hill / Old Bailey,51.51395,-0.10189
490G00011033,Place Farm Avenue,51.37884,0.07868
490G00012204,Smart Street,51.52989,-0.04446
490G00012360,Southwood Drive / Elmbridge Avenue,51.38743,-0.27132
490G00013058,Sherwood Gardens,51.48652,-0.06284
490G00013210,Riverside School,51.52496,0.11109
490G00014133,Wallbutton Road,51.46852,-0.04209
490G00014840,Wood End Lane,51.5508,-0.36153
490G00015887,Cheyne Path,51.52114,-0.33065
490G000947,Charlton Stn  / Charlton Church Lane,51.48724,0.03156
159G0003501,Hall Avenue,51.49615,0.255013
210G651,Stagg Hill,51.684511,-0.16928
2400109432,Constance Grove,51.445495,0.20999
490007065A,Fulwell Station,51.43513,-0.35137
490G00005369,Currey Road,51.5486,-0.34398
490G00006115,Veroan Road,51.46667,0.1304
490G00006375,East Road,51.58109,0.13502
490G00006942,Gunter Grove,51.60414,-0.26034
490G00009311,Longheath Gardens,51.39209,-0.0526
490G00011180,Pricklers Hill,51.64182,-0.1806
490G00011581,Ridley Road Market,51.54849,-0.07085
490G00012848,Shakespeare Road,51.54106,-0.26183
490G00015349,Hayne Road,51.40788,-0.03587
490G00020143,Hydethorpe Road,51.44576,-0.1372
490G000589,Heathway,51.54345,0.14688
210021002780,Rodgers Close,51.642363,-0.300214
490G00004629,Burton Gardens,51.47707,-0.37847
490G00006731,Seaford Road,51.65013,-0.07231
490G00007654,Hainault Road,51.57292,0.14666
490G00008459,Ildersly Grove,51.43662,-0.09061
490G00010467,Nutter Lane,51.57699,0.03389
490G00011776,Rudloe Road,51.45077,-0.14158
490G00013685,Tithe Walk,51.60392,-0.23824
490G00014016,The Highway,51.50861,-0.06729
490G00014212,Warden Avenue,51.57252,-0.3718
490G000886,Herne Hill,51.45288,-0.10026
490G000968,Leigham Court Rd / Streatham Hill Stn,51.43773,-0.12643
490001231F,Putney Station,51.46062,-0.2158
490G00003326,Basil Gardens,51.37858,-0.05182
490G00005851,Thurlow Park Road / Croxted Road,51.44104,-0.09386
490G00007054,Fulham Palace Road,51.47195,-0.21062
490G00007381,Gleneldon Road,51.42712,-0.12117
490G00007433,Sutton Road,51.47953,-0.36494
490G00008098,Heronsgate Primary School,51.49382,0.08309
490G00009140,Leytonstone High Road / Thatched House,51.55325,0.00538
490G000115,St Andrew's Drive,51.60259,-0.30722
490G00011859,Salcombe Gardens,51.60869,-0.22206
490G00019877,Amhurst Road / Dalston Lane,51.54961,-0.06129
490G00020097,Prologis Park,51.50222,-0.44575
490G000637,Leyton High Road / Leyton Station,51.55819,-0.0059
490000167H,Notting Hill Gate Station,51.50928,-0.19467
490G00003058,Freeman Court,51.40905,-0.12749
490G00005112,Cheshunt Road,51.54232,0.03252
490G00008938,Langdale Community Centre,51.45771,-0.33283
490G00010332,North Circular Road,51.54374,-0.27095
490G00010475,Oakcroft Road,51.36922,-0.29539
490G00013584,Little Common,51.62492,-0.32166
490G00014514,Westside,51.59927,-0.23335
490G00016399,Conquest Club,51.48525,-0.3389
490G00019185,Castle Green / Rippleside Commercial Est,51.53166,0.12217
490G000569,Hanley Road / Stapleton Hall Road,51.57036,-0.11468
490G000640,Loampit Vale,51.46529,-0.01455
490001173V,Kingston Station,51.41342,-0.30035
490006350N,Mitcham Eastfields Station,51.40842,-0.15401
490G00003218,Alexandra Road,51.59008,-0.21503
490G00003838,Belgravia Police Station,51.49169,-0.14941
490G00004675,Calbourne Avenue,51.54582,0.20233
490G00006023,Deerhurst Road,51.54532,-0.21416
490G00009622,Tudor Road,51.59925,-0.39394
490G00011908,Sandown Avenue,51.54159,0.16531
490G00012629,Staveley Road,51.47923,-0.26095
490G00013373,The Glen,51.57719,-0.37854
490G00015521,Springfield Avenue,51.42587,-0.3691
490G000686,Lime Close,51.3977,0.04601
490000142F,Manor House Station,51.5715,-0.09408
490001101L,Enfield Town Station,51.65251,-0.07815
490G000019,Amyruth Road,51.45365,-0.02811
490G00003865,Belmont Lane,51.60534,-0.30976
490G00006100,Dolman Road,51.49297,-0.26126
490G00007363,Suffolk Road,51.52553,0.01699
490G00008460,Ikea Brent Park / Panther Drive,51.55398,-0.26175
490G00009939,Minstead Gardens,51.4527,-0.24918
490G00010123,Munster Road,51.47392,-0.20749
490G00011554,Hemingford Road,51.53674,-0.11454
490G00016398,Jersey Road,51.4873,-0.3412
490G00018705,Manor Park / Lee High Road,51.45838,-0.00202
490G00019048,Haslemere Road,51.39539,-0.10474
490G00020141,Fountayne Business Centre,51.58571,-0.06404
490G00023084,Rookwood Road,51.57314,-0.06703
490001142B,Hatch End Station,51.60886,-0.37038
490G00003173,Aldenham Drive,51.52714,-0.451
490G00004440,Brondesbury Park,51.54448,-0.22201
490G00004899,Cazenove Road,51.59734,-0.01551
490G00005423,Clifton Gardens,51.4925,-0.26174
490G00006070,Devonshire Way,51.37585,-0.03032
490G00010632,Orme Square,51.51018,-0.18928
490G00012464,Stafford Gardens,51.36372,-0.1193
490G00014820,Woodcock Hill,51.57571,-0.29463
490G00016302,Dulverton Road,51.57144,-0.40846
490G00016621,Eastcote Lane,51.54838,-0.37713
490G00019807,St Paul's Way Trust School,51.51847,-0.02398
490001154W,Honor Oak Park Station,51.44958,-0.04578
490001268ZC,St James Street Station,51.58139,-0.03188
490G00004533,Brunswick Road,51.56721,-0.0096
490G00004581,Hay Currie Street,51.51388,-0.01308
490G00005882,Cuckoo Hill,51.59841,-0.39659
490G00006624,Ermine Road / St Ignatius Church,51.57728,-0.07414
490G00008530,Jackets Lane,51.6065,-0.44467
490G00010993,Pickhurst Park,51.38954,0.00569
490G00011360,Cedars Road,51.4663,-0.15139
490G00011866,Salisbury Hall Sainsbury's,51.60328,-0.02003
490G00014715,Willow Way,51.44012,-0.36324
490G00014896,Woodside Green,51.38772,-0.06858
490G00016772,Kingshill Close,51.5336,-0.41268
490G00019746,Burnside Road,51.56211,0.1232
490G00023101,Beattyville Gardens,51.58317,0.07611
159G0003101,Central Avenue,51.495724,0.247227
40004406966A,Greenways,51.370565,-0.342394
490G00007115,Garden Court,51.43117,-0.37855
490G00008164,Hume Way,51.58136,-0.41178
490G00008477,Inca Drive,51.44512,0.0635
490G00008659,Kentish Road,51.48817,0.14949
490G00010613,Elm Road,51.36861,-0.30192
490G00012322,South Oak Road,51.43045,-0.11885
490G00012651,St Dominic's Priory,51.55169,-0.15719
490G00013606,The Woodman,51.58925,-0.40788
490G00015378,Montague Avenue,51.46195,-0.02808
490G00019765,Church Hill Road,51.64197,-0.16286
490G00020317,Hilldene Primary School,51.60361,0.20878
490G000415,Fraser Road / Bexley Road,51.48053,0.17602
400G4408131A,Juniper Hall,51.261272,-0.321763
490000243B,Upminster Bridge Station,51.55906,0.23589
490001002J,Acton Central Station,51.50647,-0.26405
490G00005547,Coney Hall / Kingsway,51.36939,0.00122
490G00005768,Cricketfield Road,51.55473,-0.05696
490G00006686,Exeter Road,51.62817,-0.04868
490G00007443,Greenford Avenue,51.52732,-0.34116
490G00007893,Hasluck Gardens,51.64313,-0.17942
490G00012639,St Bride's Avenue,51.60169,-0.28804
490G00014015,Vaughan Avenue,51.55059,0.21912
490G00015538,Wandsworth Road,51.46556,-0.15034
490G00019109,Westminster Drive,51.61345,-0.12108
490001129A,Hackney Wick Station,51.54307,-0.0256
490002024B,Coombe Lane Tram Stop,51.35931,-0.05539
490008586C,Morden Road Tram Stop,51.41081,-0.19237
490G00003421,Oasis Academy,51.38246,-0.06421
490G00005151,Cheyne Avenue,51.44722,-0.37318
490G00007617,Hackington Crescent,51.41977,-0.02605
490G00008179,High Road Leytonstone,51.55276,0.00633
490G00008850,Mount Ash Road,51.4339,-0.06235
490G00009824,Merrow Way,51.3542,-0.01389
490G00011321,Queen Mary's Hospital / Main Entrance,51.41968,0.10195
490G00018831,Sandringham Road,51.5467,0.03617
150042010003,Upper Park,51.642545,0.049412
150G00000898,Cricket Ground,51.63179,0.036529
490G00004387,Brockhurst Corner,51.61263,-0.33135
490G00005792,Crofton School,51.38081,0.07979
490G00007275,Goldsmith Close,51.51003,-0.25793
490G00010077,Mount Echo Drive,51.63219,-0.01348
490G00010518,Offord Road,51.54411,-0.1105
490G00012646,St Charles Square,51.51987,-0.21789
490G00014029,Verney Road,51.48584,-0.06424
490G00016665,Grove Street / Plough Way,51.49233,-0.03456
490G00017849,Aerodrome Road / Colindale Gardens,51.5959,-0.24528
490G00019781,Courtney Road,51.3716,-0.11548
40004406084C,Hook Road,51.356702,-0.274745
400G4410038A,Yorke Gate,51.28919,-0.099153
490000020K,Belsize Park Station,51.5507,-0.16528
490G00003023,Fiveways Corner,51.60233,-0.23589
490G00004325,Bridgen / the Anchor,51.44506,0.13351
490G00007580,Roman Road / Grove Road,51.53105,-0.03958
490G00008061,Hendon Way,51.5589,-0.19639
490G00009794,Melford Road,51.4451,-0.06359
490G00010668,Overbury Avenue,51.40217,-0.01885
490G00010741,Stanley Road,51.50132,-0.27319
490G00011070,Plumstead Cemetery,51.47367,0.11118
490G00011730,Roundwood Avenue,51.50941,-0.4441
490G000494,Durham Avenue,51.58223,0.20878
210021004220,Knowl Way,51.651034,-0.287964
400G4402021A,Birch Green,51.436344,-0.501383
490G00006162,Downe High Street,51.33782,0.05322
490G00006732,Vista Drive,51.58037,0.04925
490G00006863,Fishponds Road,51.36031,0.03887
490G00006941,Forsyth Gardens,51.48364,-0.10132
490G00009883,Mill Lane,51.57529,0.14073
490G00011900,Beechwood Road,51.34571,-0.09222
490G00012098,Shirley Clinic,51.37869,-0.06191
490G00012590,Staples Corner Retail Park,51.5691,-0.22963
490G00014196,Wangey Road,51.57008,0.12812
490G00014475,West Hill Road,51.45444,-0.20967
490G000724,Old Devonshire Road,51.44655,-0.14849
490000123E,Kentish Town Station,51.55092,-0.13906
490001101M,Enfield Town Station,51.65233,-0.07862
490G00003333,Annandale Road,51.4418,0.09599
490G00004386,Wyndham Road,51.42024,-0.28918
490G00006323,Eastbrook Road,51.47067,0.0295
490G00007672,Hall Drive,51.51914,-0.33855
490G00008051,Hendon Cemetery,51.6006,-0.20965
490G00008173,Oakdene Drive / Highfield Road,51.38503,-0.27435
490G00012487,Staines Road,51.43893,-0.36086
490G00012802,St Mary's Road,51.63169,-0.04337
490G00014737,Church Road,51.43826,-0.21327
490G00015459,St Mary's Church,51.59957,-0.19743
490002005W,Arena Tram Stop,51.38983,-0.05559
490G00000341,Brandville Gardens,51.58574,0.0788
490G00003222,Adley Street,51.55015,-0.03408
490G00003887,Benbow Waye,51.526,-0.4829
490G00004816,Carronade Place,51.49374,0.08075
490G00006457,Chapter Road,51.4847,-0.09957
490G00007779,Hardley Crescent,51.58267,0.21536
490G00010313,Normansmead,51.54963,-0.2626
490G000114,Crowshott Avenue,51.60147,-0.3073
490G00011585,Carshalton Road / Ringstead Road,51.36311,-0.17662
490G000493,Dunley Drive,51.35117,-0.02086
490G000762,Crouch Hill Station  / Hanley Road,51.5702,-0.11574
037G0076,Kaywood Close,51.50271,-0.568143
400G4402169B,Town Tree Road,51.431444,-0.457048
490G00003235,All Hallows Road,51.59898,-0.07736
490G00005439,Clockhouse Roundabout,51.44821,-0.44927
490G00005452,Sunny Crescent,51.54302,-0.26931
490G00006433,Edinburgh Court,51.50592,-0.04463
490G00008332,Homestead Way / Milne Park,51.33557,-0.00507
490G00010487,Oakhill Road,51.40919,-0.12307
490G00010936,Percy Road,51.58878,0.16139
490G00011449,Dartmouth Park Hill,51.56481,-0.1418
490G00016162,St Mark's C of E Academy Playing Fields,51.40948,-0.15197
490G00019786,Cromwell Road,51.49515,-0.19584
490000285Z,Old Marylebone Town Hall,51.5217,-0.16062
490G00005246,Church Approach,51.4323,-0.08938
490G00006802,Ferndale Crescent,51.5334,-0.48237
490G00006923,Yeomans Acre,51.58337,-0.40944
490G00010347,Point Place,51.54509,-0.27389
490G00010398,North Pole Road,51.51987,-0.22576
490G00012816,St Michaels School,51.57417,-0.14954
490G00013378,Shirley Youth and Community Centre,51.36934,-0.03143
490G00013758,Townsend Lane,51.58221,-0.25761
490G00014410,Westbury Avenue / Lordship Lane,51.59825,-0.09373
490G00014662,Hackney Wick / Trowbridge Road,51.54453,-0.02949
490G00019471,Reede Road / Sterry Road,51.54275,0.14966
490G00023076,St Giles High Street,51.5156,-0.12734
2400A019700A,West Hill School,51.446804,0.202065
490G00004217,Bowling Green Lane,51.52405,-0.10922
490G00005171,Chingford Fire Station,51.62955,-0.00361
490G00005351,Poynders Road / Clarence Avenue,51.44983,-0.13774
490G00005433,Clitheroe Avenue,51.57141,-0.36543
490G00005513,Westbourne Grove / Colville Road,51.51433,-0.20127
490G00006713,Fairhazel Gardens,51.54449,-0.18405
490G00007960,Haymarket / Charles Il Street,51.50898,-0.1321
490G00008935,Landstead Road,51.47669,0.08457
490G00009209,Listria Park,51.5657,-0.0749
490G00011910,Ravenshead Close,51.33771,-0.05544
490G00013840,Tunnel Avenue,51.49027,0.00855
490G00014468,West Hampstead Police Station,51.55357,-0.19527
490G00018703,Gordon Road,51.65947,-0.07962
490G00019821,Rosemary Gardens,51.36913,-0.30412
400G4402113A,Stanwell Road,51.434783,-0.470992
400G4408239A,The Villa,51.263722,-0.324569
490001017B,Beckenham Hill Station,51.4236,-0.01491
490G00003582,Bannister Playing Fields,51.6093,-0.35724
490G00005986,Carlyle Road,51.49534,-0.30579
490G00006542,Kingsground / Eltham Hill,51.45102,0.04708
490G00009888,Millennium Primary School,51.49388,0.01084
490G00010380,Holly Farm Road,51.49326,-0.38884
490G00013381,Front Lane,51.56864,0.26739
490G00015344,Apex Corner / Country Way,51.43584,-0.38023
490G00015712,Brockley Way,51.45574,-0.04614
490G00016717,York Road,51.55726,-0.008
490G000300,Lodge Hill Playground,51.47323,0.11233
490G000398,Barnet Church,51.65274,-0.19931
940GZZLUGGH,Grange Hill Underground Station,51.613378,0.092066
490000180J,Pimlico Station,51.48895,-0.13332
490G00000353,Hackbridge Corner,51.37929,-0.15671
490G000018,Francemary Road,51.45449,-0.02515
490G00004183,Blackfen Road / Boundary Road,51.45086,0.08834
490G00007536,Grosvenor Avenue,51.53263,-0.41653
490G00010507,Oak Street,51.58021,0.1673
490G00010590,Oliver Road,51.5573,-0.01301
490G00011069,Plumstead Bus Garage,51.49143,0.08244
490G00012205,Smitham Bottom Lane,51.33998,-0.14315
490G000913,Hastings Road,51.5919,-0.0856
210021903680,King Street,51.654302,-0.394544
490012729D,Bermondsey Station,51.49808,-0.06549
490G00006516,Beckenham Library,51.40852,-0.03814
490G00007765,Roy Grove,51.4259,-0.36689
490G00008214,Hillfield Road,51.55149,-0.19995
490G00009432,Victoria Road,51.54438,0.07762
490G00012407,Spring Lane,51.38894,-0.06686
490G00014037,Vicarage Farm Road,51.47667,-0.38328
490G00015283,Endwell Road,51.46575,-0.03818
490G00015456,Oakworth Road,51.521,-0.21855
490G000782,Brondesbury Park Stn  / the Avenue,51.54172,-0.2111
490G00002365,Shaftesbury Avenue,51.5727,-0.35313
490G00005134,Chester Road,51.6283,-0.05242
490G00005918,Dacre Park,51.45862,0.00525
490G00008589,Jude Street,51.51163,0.0125
490G00009493,Lytton Grove,51.45329,-0.21271
490G00010870,Bergholt Avenue,51.58109,0.0487
490G00011007,Pine Grove,51.63059,-0.19211
490G00012472,Stag Lane,51.59978,-0.26663
490G00012643,Raynes Park Playing Fields,51.39619,-0.2271
490G00013578,The Vale / Hendon Way,51.56738,-0.20524
490G00013980,Widmore Road,51.52975,-0.44842
490G00014870,Wood Lane,51.54387,0.20249
490G00019047,Lakehall Road,51.39415,-0.10405
490G00020013,Marigold Road / Northumberland Park,51.6022,-0.05001
490G00020150,Belthorn Crescent,51.44634,-0.13995
490G000347,Lampton School,51.47844,-0.36786
490000058A,Dagenham East Station,51.54454,0.16591
490007752CN,Crouch Hill Station,51.57072,-0.11616
490G00002299,Berkeley Avenue,51.54904,-0.34135
490G00003387,Arnold Road,51.5475,-0.37923
490G00003694,Baudwin Road,51.4364,0.00073
490G00004498,Lock Road,51.43287,-0.31498
490G00005137,Chester Road / Highgate Library,51.564,-0.14465
490G00005596,Barnet Copthall Leisure Centre,51.60826,-0.22765
490G00006921,Therapia Road,51.45129,-0.05904
490G00009608,Mansfield Avenue,51.57233,-0.40508
490G00009775,Pickhurst Lane,51.38757,0.00202
490G00011592,Richmond Avenue,51.53934,-0.11377
490G00012695,St George's Park,51.54723,0.21666
490G00015188,Muswell Hill Broadway,51.59087,-0.14192
490000190B,Redbridge Station,51.57645,0.04535
490001193D,Mill Hill Broadway Station,51.61351,-0.24911
490G00002252,Rossmore Road / London Business School,51.5254,-0.16246
490G00003214,Alexandra Place,51.38144,-0.08846
490G00004295,Brent Green,51.58416,-0.22
490G000045,Victoria Road (New Barnet),51.65069,-0.17063
490G00006167,Downe Church,51.33583,0.05371
490G00010441,Norwich Road,51.59602,-0.41003
490G00014453,Western Road,51.36055,-0.20267
490G00015889,Framfield Road,51.51884,-0.33021
490G00018706,Northbrook Road,51.4562,-0.00158
490G00019477,Warren Drive South,51.38298,-0.27642
490G000910,Dunloe Avenue,51.59256,-0.0841
2400A060520A,Livingstone Hospital,51.442626,0.228516
400G4406085A,Chessington Close,51.358082,-0.276287
400G4409810C,The Readens,51.319743,-0.170507
490000189A,Rayners Lane Station,51.57576,-0.371
490001305A,Waddon Station,51.36578,-0.11847
490005387D,Clegg Street,51.53112,0.02129
490G00003163,Sunnyside Road / Green Lane,51.5588,0.08238
490G00004010,Birch Road,51.5872,0.16205
490G00004274,Breakspears Road,51.46318,-0.02915
490G00006158,Downderry Road,51.43049,-0.0021
490G00006725,Falconwood Community Centre,51.4567,0.09218
490G00014937,Plumstead Road / Burrage Road,51.49101,0.07207
490G00014948,Worsley Bridge Road / Brackley Road,51.41688,-0.02709
490G00020273,Hill Avenue,51.36135,0.0644
150G00000959,The Crown,51.644201,0.052449
400G4405163A,Manor Road South,51.367981,-0.345418
490000265B,West Kensington Station,51.48992,-0.20648
490G00003833,Begbie Road,51.47177,0.03255
490G00003910,Bentley Way,51.61509,-0.32286
490G00004007,Bingham Road,51.38089,-0.06312
490G00004812,Valley Road / Caroline Close,51.43275,-0.11806
490G00004815,Stratford High St / Carpenters Road,51.53735,-0.00257
490G00008651,Royal Crescent,51.5051,-0.21419
490G00011651,Rolinsden Way,51.36285,0.039
490G00012316,Southmead Road,51.44643,-0.21441
490G00012540,St Andrews Road,51.59392,-0.03486
490G00013703,Tom Cribb Road,51.4927,0.07987
490G00014431,West End Green,51.5514,-0.19192
490000138LS,Liverpool Street Station,51.518,-0.08259
490001330N,West Hampstead Station,51.54855,-0.19116
490G00003252,All Saints Road,51.50196,-0.27003
490G00004487,Broomfield Lane,51.61598,-0.11945
490G00004917,Cemetery Road,51.4761,0.10836
490G00006922,Fore Street,51.58263,-0.40941
490G00007976,Hornsey Road,51.56975,-0.12425
490G00009569,Manor Park / Gladding Road,51.55471,0.0448
490G00009975,Monks Avenue,51.64361,-0.17412
490G00010520,Okehampton Crescent / Lodge Hill,51.47264,0.11324
490G00012148,Sidmouth Road,51.54658,-0.21862
490G00012825,Furzeground Way,51.5093,-0.44168
490G00013296,The Chinese Garage,51.39971,-0.01829
490G00014771,Windmill Road,51.38596,-0.09921
